symptoms	sentences
spasms,abdominal pain,abdominal distention,gastrointestinal discomfort	In response to this consultation, the doctor updated his summary recommendation that intestinal convulsions, inflammation, abdominal pain, abdominal swelling, what kind of medicine are you taking?
heat,wong poon,frustration	There is no need for a fever, if there is not a problem with lung inflammation, there is also a need to eat more exercise, such as gynecology, yellow fever, yellow pigmentation, etc.
helicobacter infection,bowel sound	Is the shit normal? Are there any other symptoms? Consider phantom snails infection.
gastrointestinal discomfort,diarrhea,blood in stool	Is there blood in the shit? What's the cause of the diarrhea?
urgency,frequent urination	What are you talking about?
dysphagia,stomach ache	This situation mainly considers stomach pains caused by stomach inflammation or dysentery.
disgusting,gastrointestinal discomfort,diarrhea,hot heart,hiccup	Are there any other symptoms besides stomach discomfort? Diarrhea, burning hearts, hiccups, etc.
abdominal pain,stomach ache,gastrointestinal discomfort	What's wrong with the stomach? Is the stomach pain or abdominal discomfort?
abdominal distention,stomach ache,blood in stool	Are there any other symptoms? Stomach ache, abdominal swelling, etc.
bowel,sense of hunger,gastrointestinal discomfort,loose stool,exhaust,anorexia	The gastrointestinal function is not good, and it is hoped that the symptoms will be alleviated by an intestinal mirror and, if symptoms are repeated, it is recommended that the examination be conducted to see if there is a fetish or anorexia test, which may be caused by intestinal inflammation, but which cannot be ruled out.
fever,gastrointestinal disorders	What are the symptoms of gastrointestinal disorders that occur? Is there a fever?
bowel,gastrointestinal discomfort	The gastrointestinal function is not good and there are a few things to look at.
disgusting,hunger,gastrointestinal discomfort	Are there any other discomforts, such as nausea, stomach inflammation, etc.
diarrhea,stomach ache,vomit,fever,nausea	See if there's anything wrong with it? Stomach ache, nausea, vomiting, etc.
counter-current,difficult eating	Do you have anything to do with eating too much to eat?
diarrhea,reflux,stomach ache,vomit,heartburn,hiccup	The phenomenon of stomach pain is mainly caused by stomach pains, stomach ache, headaches, gas, etc. What are the symptoms of this disease? Is the shit normal? What are you talking about?
headache,stomach ache,nausea	What are the main symptoms of this situation? Stomach ache, nausea, vomiting? A stomach ache?
diarrhea,abdominal pain,hiccup,gastrointestinal discomfort	How long has it been? There's no abdominal pain, but generates what? What's wrong with the stomach?
difficult eating,indigestion,hiccup	How long has it been? Is there something wrong with it? Something that doesn't digest?
diarrhea,dehydration,frustration,difficult eating	In response to this consultation, the doctor updated his summary recommendations: acute intestinal inflammation in the form of intestinal inflammation, which can be taken into account in the event of repeated symptoms, such as diarrhea, fatigue, diarrhea, etc., during the course of the treatment, which is not appropriate for the consumption of irritant foods, which require the use of a number of retrosynthetic and electrolytic drugs to promote intestinal function, and the possibility of dehydration of the intestinal tracts and treatment of the effects of antibiotics in order to
abdominal pain,abdominal distention,indigestion,hot heart	Are there any diseases of the stomach that can cause abdominal pain, abdominal swelling or spleen?
bloating,hiccup	How long has it been? Is there anything else? Bloating or hiccup?
gastrointestinal discomfort,abdominal distention,ventilation,counter-current	Are there anti-acids? Are there abdominal swellings? What are you talking about?
hiccup,abdominal distention,bowel sound	Are there other symptoms of abdominal swelling and vomiting and hiccups?
fever,sputum	What are you talking about?
diarrhea,gastrointestinal disorders	This situation is prone to stomach inflammation or gastrointestinal disorders. Have you ever had diarrhea?
gastrointestinal discomfort,abdominal distention,disgusting,counter-current	Are there anti-acids, nausea, vomiting, abdominal swelling, etc.? What about the shit?
bloating,nausea,indigestion	What are you talking about?
disgusting,gastrointestinal discomfort,diarrhea,abdominal pain,frustration,abdominal distention	Acute gastrointestinal inflammation, caused by an unclean diet, is not likely to occur for everyone, except for your own right-hand abdominal inflammation, which can be accompanied by nausea and vomiting. The main ingredient of this product is the Marathon Curly Booting. It is recommended that the diet be adapted for a period of time and that it be properly digested.
bloating,bitter	What are you talking about?
burning sensation in the pharynx,frustration,sore throat	The fecal surface of the throat is a hemorrhage that can be taken into account in the digestive tract, which can be used for the treatment of gastrointestinal diseases, such as stomach inflammation, headaches, gastric inflammation, etc.
diarrhea,abdominal distention,frustration	What do you think you're talking about, abdominal swelling, nausea, vomiting? What are you talking about?
fatigue,stomach ache	How long has this been going on? Have you had any symptoms of stomach ache or fatigue?
gastrointestinal discomfort,stomach ache,counter-current,abdominal distention,hiccup	Are there any anti-acid, gas, stomach pains, other discomforts?
spasms,diarrhea	Well, according to your description, acute intestinal inflammation is highly probable, and it is recommended to exercise properly during defecation, which may be related to a spasm.
heartburn,reflux,nausea	How many times a day do you have to take a shit? Have you got a heartburn? Reflux? Next?
spasms,abdominal distention	It's not a big problem. It may be a high probability of intestinal spasm, caused by gas.
vomit,bitter	What are you talking about?
fever,bacterial infections	If there is a strong relationship with bacterial infection, which may also be the case with fever.
heartburn,gastrointestinal discomfort	Are you sick of your stomach right now? Are there any problems with the diet?
stomach ache,back pain	How long has it been? Is it a back pain or a stomach ache?
difficult eating,bowel sound	Well, if you eat too much and have a bad stomach, you can eat something that's so bad?
seung jo,helicobacter infection,gastrointestinal discomfort	The phantom snails cause stomach discomfort. What are you taking?
hemorrhoid,black stool	How many times a day do you have to take a shit? Do you have a hemorrhoid?
diarrhea,loose stool	How many times have you had a diarrhea? Is it watery?
gastrointestinal discomfort,diarrhea,abdominal pain,stomach ache,loose stool	The tummy grunt is an intestinal hysteria, which can be a diarrhea sign, and it is recommended that the diarrhea be alleviated by the treatment of a variety of ailments, so that it is possible to relapse after dinner, and that the treatment be adapted for a period of time and that it be better to visit the hospital, that the examination be conducted to determine whether there is any discomfort during the period, such as diarrhea, abdominal pain, or if there is still a problem
hiccup,disgusting,hunger,gastrointestinal discomfort	Are there other symptoms, such as nausea, gas, gastrointestinal discomfort, etc.
abdominal pain,counter-current,hiccup	What's wrong with you?
heart attack,abdominal distention,loose stool,bowel sound	Is the shit normal? Is there anything else uncomfortable? Breathing, swollen, what's wrong?
diarrhea,exhaust	How long has this been going on? Have you had a diarrhea?
diarrhea,gastrointestinal discomfort	What are you talking about?
heat,disgusting,bowel sound	Is there anything else that doesn't feel good besides being sick? Is the shit normal? What are you talking about?
abdominal pain,ventilation,helicobacter infection	What's wrong with you?
heat,hiccup	What's the temperature? Is there any other discomfort?
diarrhea,disgusting,heat	Is there any nausea, vomiting, fever, diarrhea? How long has it been?
diarrhea,stomach ache,hot heart,counter-current,abdominal distention,hiccup	Are there anti-acids, gas, stomach pains, abdominal swelling, etc.? Is the shit normal? What's the matter with you?
diarrhea,abdominal pain,abdominal distention,indigestion	What are the main symptoms of an abnormal intestinal digestive?
weight loss,chest pain,anorexia,hiccup	Then you're going to see if there's any anorexia, hiccup, weight loss, etc.
disgusting,diarrhea,abdominal pain,cough,heat,frustration	There is no problem if there is no fever, cough, nausea, vomiting, etc.
heart attack,disgusting,hiccup	Is there any nausea, panic, breath, hiccups? What's the matter with you?
fever,loose stool	How many times have you had it? Have you had a fever?
exhaust,blood in stool	How many times a day do you have to take a shit? Are there any other symptoms? Like exhaust?
diarrhea,fatigue,nausea,vomit	What do you mean, diarrhea, nausea, vomiting, gastrointestinal diseases?
abdominal distention,hot heart,counter-current	Are there anti-acid burns, abdominal swelling, etc.? Is the shit normal? What's the matter with you?
diarrhea,headache,gastrointestinal discomfort	What are the symptoms of stomach discomfort, which are not serious? Consider gastrointestinal inflammation and stomach inflammation, which is not a problem.
fever,diarrhea,headache,nausea	There is no need for specific information: fever, diarrhea, headaches, nauseous fever?
gastrointestinal discomfort,hiccup,ventilation,bowel sound	How long has it been? Is there any other discomfort? Hiccup, farts?
diarrhea,ventilation	How long has this been going on? Have you had a diarrhea?
gastrointestinal discomfort,diarrhea,stomach ache,vomit,loose stool,nausea,dizziness	Creatures, which are not good for the stomach and are likely to cause stomach pains, stomach ache, constipation, diarrhea, etc.
stomach ache,backache	How long has your stomach been ache? Have you ever had it before?
diarrhea,fatigue,stomach ache	What do you think you're talking about, stomach ache, diarrhea?
black poo,diarrhea,abdominal pain,difficult eating,heat,loose stool	How many times a day do you have to take a shit? Are there symptoms of abdominal pain, dehydration, fever, etc.? Is the urine normal?
black poo,diarrhea	How long has this been going on? Did you get a diarrhea or something?
abdominal distention,mental distress,frustration	In response to this consultation, the doctor updated the concluding recommendation: hello. Intestine stress is a condition of intestinal function disorder caused by inappropriate diets, which can be adjusted according to the instructions provided by you, and if there is no improvement in the quality of the food, it is recommended that the symptoms be alleviated after defecation, and that in the future, it be possible to continue to be observed.
reflux,vomit,fever,nausea,heartburn,hiccup	The concept of gastrointestinal inflammation is based on the fact that it is acute stomach inflammation, which is mainly on the diet, and which is not a problem. It is therefore recommended that the following foods be supplemented: (i) stimulate the appetite for food, that they be kept warm, that there be a variety of foods that are stimulating, such as hot, cold, hard, greasy, irritable foods and what are they about?
stomach ache,disgusting,indigestion,hiccup	Is there a stomach ache or something that doesn't digest?
difficult eating,stomach ache,indigestion,loose stool,heart attack,abdominal distention	What do you mean, stomach pains, swollen, stomach ache, lost spleen? What are you talking about?
counter-current,hot heart,hiccup	There's no anti-acid gas, heartburn, etc.
difficult eating,disgusting,hunger	Are there any other discomforts besides that, such as nausea, vomiting, or anorexia?
heat,abdominal pain,counter-current	Are there any abdominal pains? Is there a fever?
indigestion,bowel sound	The intestines move too fast, causing worms to digest. What are you talking about?
bitterness in the mouth,gastrointestinal discomfort	There are many reasons for this: mild gastrointestinal discomfort, accompanied by bitterness and a lack of physical activity.
bloating,loose stool	How many times a day do you have to take a shit? What's the matter with you?
stomachache,reflux,bloating,nausea	How long has it been? Is there a stomachache for stomach excretion?
anemia,fever	How many times a day do you have to take a shit? Do you have a fever, anemia?
black poo,disgusting,heat	Are there any other discomforts besides that, such as nausea, vomiting, or fever, constipation, etc.? Which part of the stomach? Is the urine normal?
abdominal distention,indigestion,bowel sound	What are you talking about?
bowel,diarrhea,stomach ache	The gastrointestinal inflammation of the stomach generates what kinds of questions such as diarrhea and constipation.
sense of hunger,anorexia,indigestion	In response to this consultation, the doctor updated the concluding recommendation: according to the information provided, hunger can be accounted for in the form of functional indigestion, which is usually accompanied by abnormal diets, hot and irritating foods, which are not easy to digest.
sense of hunger,fatigue	In response to this consultation, the doctor updated the concluding recommendation: according to the information you have given, hunger can be reduced, and if the symptoms are repeated, it is recommended to visit the hospital for a check-up. That's what we're talking about.
bloating,reflux,stomach ache,heartburn,hiccup	Creatures, hiccups, stomach pains, pain in the stomach, heat, stress, etc. Let the stomach ache be adapted for the purpose of this program?
gastrointestinal discomfort,heat,abdominal distention,bowel sound	What are the symptoms of a stomach discomfort? Is the stomach swollen? Was there a fever?
abdominal pain,abdominal distention,stomach ache,indigestion	Are there any other symptoms? Like abdominal pain, stomach swollen, nausea, vomiting?
diarrhea,stomach ache,vomit	What do you mean, stomach pain, constipation, diarrhea?
diarrhea,hot heart,counter-current,abdominal distention,hiccup	There's anti-acid, gas, heartburn, diarrhea?
diarrhea,difficulty breathing	How long has this been going on? Is there anything else? Diarrhea, breathing difficulties?
reflux,indigestion	What are you talking about?
stomach ache,heat,difficult eating,gastrointestinal discomfort	How long has it been? Is there a fever, gastrointestinal inflammation, which causes stomach discomfort?
diarrhea,bitterness in the mouth	What are you talking about?
abdominal pain,counter-current,difficult eating,disgusting	Are there any other discomforts, such as abdominal pain, nausea, vomiting, anti-acid, vomiting? What about abdominal pain?
diarrhea,abdominal pain,indigestion	What are the main symptoms of this disease? Diarrhea abdominal pain, intestinal inflammation?
dehydration,indigestion	In response to this consultation, the doctor updated the concluding recommendation: according to the information you have given, you have to go to the hospital to digest the dehydration test and, if necessary, to eat more digestible food that is easily digested.
fatigue,lethargy	How long has this been going on? Is there a fatigue, a little turd?
sense of hunger,gastrointestinal discomfort,reflux,vomit,nausea	The concept of gastrointestinal inflammation is based on the symptoms described in the fecal description, which is a combination of symptoms that can be taken into account in the context of previous symptoms, such as stomach inflammation, vomit, nausea, etc.
diarrhea,sticky stool	How many times a day do you have to take a diarrhea or water?
diarrhea,abdominal distention,stomach ache,gastrointestinal discomfort	Stomach ache, stomach swollen, what? Was it just after dinner?
hunger,indigestion	What are you talking about?
heat,abdominal pain,disgusting,loose stool	How many times have you had it? Have you had a fever, abdominal pain, nausea, vomiting? What's the temperature?
stomachache,fatigue,nausea,heartburn,perianal pain	The term “intestinal flu” refers to viral gastrointestinal inflammation, which is not a special type of flu, but which is usually accompanied by heatburn, abdominal pain, etc.
fever,reflux,vomit	How long has this been going on? Is there a fever, vomiting, gastrointestinal inflammation?
bowel sound,weight down,difficult eating,blood in stool	The intestines are a lot weak, and if the symptoms are not alleviated, we need to go to the hospital to test the intestinal mirrors and see if there is anything wrong with it.
counter-current,disgusting,hot heart	Are there any other discomforts, such as nausea, vomiting, burning hearts, anti-acid, etc.?
hiccup,stomach ache,gastrointestinal discomfort	Do you have a stomach ache and hiccup? What's wrong with you?
frustration,stomach ache	How long has this been going on? Have you had any stomach ache?
diarrhea,headache,bloating,nausea	How many times a day do you have to take a shit? Do you have a stomachache? Have you got a diarrhea?
nasal congestion,cough,sore throat	What's wrong with you?
hiccup,abdominal distention,gastrointestinal discomfort	Are there other symptoms of abdominal swelling and vomiting and hiccups?
abdominal distention,frustration	What are you talking about?
gastrointestinal dysfunction,dysbacteriosis	In response to this consultation, the doctor updated the concluding recommendation: according to your information, it is recommended to go to the hospital for gynecology and urinary bloats, which are recommended for use. If the symptoms are repeated, then we need to consider urinary disorders and bacterial disorders.
heat,loose stool	How many times have you had it? Have you got a fever?
bowel,reflux,hiccup	What are the main symptoms of the intestinal crisis? Reflux, hiccup, constipation, etc.
diarrhea,hematemesis	What's wrong with vomiting? Have you had a diarrhea?
fever,vomit	How many times have you had it? Have you had a fever? Vote?
abdominal distention,frustration,back pain	In response to this consultation, the doctor updated the concluding recommendation: according to your information, it is recommended to take a number of questions: whether there is swollen abdominal pain or a back pain, which may be caused by stomach inflammation, but which may not be normal for a longer period of time and again, it would be better to consider the possibility of submersible pain, such as abdominal swelling, nausea, vomiting, etc.
diarrhea,abdominal distention,heat	What's wrong with vomiting? Have you had a fever, vomiting, diarrhea?
hiccup,abdominal distention,ventilation,counter-current	Are there anti-acids, hiccups, abdominal swelling, gas? What about the shit?
disgusting,loose stool,gastrointestinal discomfort	What's wrong with the stomach?
cough,diarrhea	What are you talking about?
chest pain,dysphagia	How long has this been going on? Is there a diarrhea? What kind of pain?
diarrhea,exhaust,loose stool,stomach ache	What do you see in your stomach? A stomach ache, constipation, diarrhea?
diarrhea,abdominal distention,loose stool	How many times have you had it? Have you had a diarrhea, abdominal swelling? Is the shit normal?
abdominal distention,stomach ache,back pain	Do you have stomach pains, stomach swollen, back pain, constipation?
diarrhea,hiccup,abdominal distention,counter-current	Are there anti-acids, gas, abdominal, diarrhea, etc.? Is the shit normal?
exhaust,gastrointestinal discomfort	How long has this been going on? Is there a stomach problem?
bloating,gastrointestinal discomfort,sputum,fever,cough,stuffy nose,heartburn,stomachache	Creatures, nosebleeds, tummy burns, what kind of symptoms are? Is the stomach uncomfortable?
diarrhea,counter-current,heat	Excuse me, do you have a fever, anti-acid, vomiting, diarrhea? Any constipation?
headache,sore throat	How many times a day do you have to take a shit? Do you have a headache?
abdominal distention,ventilation,blood in stool	What are you talking about?
difficult eating,loose stool	How many times a day do you take a shit? Do you have a slime or blood? What's the matter?
frustration,disgusting,ventilation,frequent urination	How long has it been? Is there any other discomfort? Disgusting vomiting? Ten times a day? What color is urine?
diarrhea,fatigue,dizziness	How long has this been going on? Have you been eating hot stimuli and hot stimulant foods? Are there any symptoms of diarrhea and diarrhea?
disgusting,diarrhea,heat,counter-current,hot heart	Is there any nausea, fever, diarrhea, anti-acid fever?
counter-current,difficult eating,loose stool,disgusting	Disgusting, vomiting, gastrointestinal inflammation, which has nothing to do with eating.
black poo,disgusting,abdominal pain,loose stool,blood in stool	What color is the shit? Is there a blood pus, a nausea vomiting? How many times a day?
heat,abdominal distention,stomach ache,counter-current	Are there any other symptoms? Stomach ache, anti-acid, vomiting, etc.? Is the shit normal?
gastrointestinal dysfunction,diarrhea,dehydration	In conclusion, it is regrettable that there has been no further communication, that the history of the disease is unclear and impossible to communicate, but considering the possibility of appendicitis or dehydration of the intestinal tract, it would be better to go to the hospital to take the urinary system for a further examination.
spasms,abdominal distention,stomach ache	In addition to stomach pains, are there other symptoms? Consider the intestinal spasms.
stomachache,diarrhea,reflux,bloating	In addition to stomach pains, are there any other symptoms? diarrhea, constipation, fatigue, bloated?
hemorrhoid,abdominal distention	What do you think you're talking about, abdominal swelling, hemorrhoids?
diarrhea,frustration	What are you talking about?
diarrhea,hiccup,gastrointestinal discomfort	Are there other symptoms, such as abdominal discomfort, gas, etc., that are considered to be acute gastrointestinal inflammation, which may also be caused by gastric inflammation and ulcers.
gastrointestinal discomfort,diarrhea,abdominal pain,stomach ache,hot heart,bowel sound,abdominal distention	The tummy grunt is an intestinal hysteria, which can be a diarrhea sign, and it is recommended that the diarrhea be regulated by the digestive section of the hospital. The stomach ache is not dry, and that the stomach is not completely digested.
abdominal distention,difficult eating,hunger,bowel sound	The tummy grunts are caused by intestinal hysteria, which can be adapted for digestion and is self-disordered.
stomachache,diarrhea,stomach ache	What are the main symptoms of this situation? Diarrhea, stomach ache, etc., which is common and generally not accompanied by major problems?
bloating,nausea,stomachache,indigestion,hiccup	The concept of stomach pain is first developed by indigestion, which is not good for the intestinal tract, and is likely to be a high probability of intestinal inflammation or a gastric inflammation. This type of therapy is generally not used for the consumption of hot, irritant foods, such as cold foods, cold foods that are not easy to digest, and not necessarily not for the time being. However, if you are not active, you are advised to try not to drink too much and to avoid eating too much to drink.
hematemesis,hunger	What's wrong with vomiting? Is there anything else?
abdominal pain,abdominal distention,loose stool,indigestion	How long has it been? Is there an abdominal swelling or indigestion?
diarrhea,loose stool,vomit	What do you see in your poop? How many times a day do you have a diarrhea?
reflux,bloating,vomit,hiccup	How long has it been? Is there anything else? Like stomach, saliva, gas, etc.
hemorrhoid,abdominal pain,sticky stool	Is there a hemorrhoid in the stomach?
abdominal distention,bitterness in the mouth,indigestion	There are a number of dietary concerns for your information, and it is hoped that you will soon be able to benefit from a regular diet at the same time, and if there is a repeated oral irritation of the stomach with indigestion, it is recommended that a massage be taken in time and that it be improved.
hiccup,chest pain,back pain	Is there a back pain in the chest? Is it burp or burp?
headache,stomach ache	How long has this been going on? Have you ever had a stomach ache or something?
abdominal pain,abdominal distention	What are you talking about?
chest pain,counter-current,back pain	Are there any other problems, such as anti-acid, chest pain, back pain, etc.? What do you take?
heartburn,fever,stomachache	How long has it been? Is there anything else? Like stomachache, heartburn, fever?
bloating,diarrhea,reflux,vomit,stomachache,hiccup	Creatures, bloating, disrupted by stomachs, gas, stomach pains, constipation, diarrhea, etc.
gastrointestinal discomfort,diarrhea,fever,stomachache,headache	There is no discomfort other than stomach pain, constipation, diarrhea, etc. There are also other symptoms that need to be supplemented, such as food, water, or watermelon, which can be used for the duration of treatment. This is mainly due to the high number of defections during the period. It is recommended that the frequency of treatment be based on the symptoms described above.
difficulty breathing,fatigue,diarrhea,fever,cough,stuffy nose,sore throat	How long has the diarrhea been going on? How many times a day? Does the cough have a swollen nose? What's the temperature?
stomach ache,hiccup	Is it a stomach ache or a hiccup?
hot heart,counter-current,bitterness in the mouth,disgusting	Are there any other discomforts, such as anti-acid, nausea, vomiting, etc.?
counter-current,bitterness in the mouth	There are many reasons for this, as well as for the reflux of the stomach tubes, which require further examination.
black poo,abdominal pain,blood in stool	Are there any abdominal pains? What color is the shit? Is there something wrong with it?
difficulty breathing,nausea	How long has it been? How many times a day do you have to take a shit? Are you afraid of cold?
gastrointestinal discomfort,vomit,cough,nausea,headache	What are the symptoms of a stomach discomfort? Cough, noseache, what are you talking about?
heat,chest pain,disgusting	Are there any other discomforts besides chest pain, nausea, vomiting?
restlessness,gastrointestinal discomfort	The gastrointestinal function is not good, but it is regulated by regular diets and lifestyles, which are prone to stomach discomfort and are not easily digested or adapted for a certain period of time, such as greasy, cold, hard and irritating foods. It is recommended that, according to your description, the symptoms are alleviated after defecation, which is generally non-satisfactory, that you can take care of the diet, drink more warm water, and that you do not eat too
bitterness in the mouth,helicobacter infection	The eradication of phantom screws takes a lot of shit.
diarrhea,abdominal pain,gastrointestinal discomfort	What's wrong with the stomach? Have you had a diarrhea?
diarrhea,ventilation,hiccup	How long has it been? Is there anything else? A fever, constipation, diarrhea?
counter-current,difficult eating,dysphagia,stomach ache	Do you have stomach pains, stomach ache, anti-acid, vomiting?
vomit,fever,nausea,anorexia,bitter	Anorexia is a common phenomenon of gastrointestinal inflammation, which is recommended for a period of six to eight weeks, for example, if there is vomiting, vomit, fission, benzene capsules, etc., before the manifestations of vomiting.
diarrhea,disgusting,heat,gastrointestinal discomfort	Are there any other discomforts, such as nausea, fever, diarrhea, etc.
sense of hunger,bloating,stomach ache,gastrointestinal discomfort	The gastrointestinal function is not good, and it is regulated by regular diets and lifestyles. It is recommended that the diet be light, that the stomach ache is not too good or that it be irritated. The main thing is that it is not a problem.
loose stool,helicobacter infection	In response to this consultation, the doctor updated the concluding recommendation: according to the information you have provided, you are advised to go to the hospital to digest internal clinics and to identify and treat the infection with phantom snails infection.
bloating,restless	Is there any nausea, anxiety? What's the matter with you?
dysphagia,sore throat	Does your voice hurt? You're in a situation where it's difficult to swallow. Does your appetite hurt? Does it hurt?
stomachache,sense of hunger,bloating	Is there anything else that doesn't feel good about you? Like stomach pain, constipation or fatigue?
disgusting,stomach ache	Are there any other discomforts besides stomach pains? Like nausea, vomiting?
counter-current,bitterness in the mouth,hot heart,hiccup	There are many reasons for this: namely the reflux of the stomach tubes, the gastric acid burns, which are the result of a series of factors: 1) the gastrointestinal function disorder, which is generally dominated by the liver function, and 2) the cerebral flow of the blood; 2) the vibrating power of the air through the chest muscles; 2) laxatives: (a) the stimulation of the muscles with the acids, (b) the stimuli of the muscle muscle, 2) the perturbation of the cerebral rhythms, the
sense of hunger,fatigue,gastrointestinal discomfort,vomit,nausea	The gastrointestinal function is not good, and it is advisable to go to the digestive section of the hospital to digest internal medicine, which is recommended for a period of six to eight weeks, for example, if there is a high level of activity, such as fatigue, gastrointestinal dysfunction, or if the symptoms are repeated and unmitigated in the morning, then that the possibility of repeated pain is given to a later stage, and if accompanied by nausea, vomiting, etc., it is recommended that the deeper examination
gastrointestinal discomfort,diarrhea,abdominal pain,loose stool,abdominal distention	What are the symptoms of a stomach discomfort? Diarrhea in the abdominal constipation? How many times a day?
abdominal pain,helicobacter infection	What's the cause of the phantom snails infection? Have you done any tests?
diarrhea,abdominal pain,loose stool,stomach ache	If the stomach pain is not alleviated after taking a shit, it is recommended that the toilet be emptied for a certain period of time and that it be accompanied by a loss of appetite, such as constipation, diarrhea, etc., which can also be used temporarily to explain the pain caused by abdominal pain.
stomachache,bloating,stomach ache,gastrointestinal discomfort	What's wrong with stomach pain, stomach ache, or something that doesn't eat?
black poo,disgusting,stomach ache	How long has it been? Is there a stomach ache or a poo?
abdominal pain,abdominal distention,gastrointestinal discomfort	What's wrong with the stomach? Is the stomach swollen?
fatigue,diarrhea,stomach ache,vomit,nausea,dizziness	Creatures, which are the result of gastrointestinal inflammation, fatigue, diarrhea, vomiting, etc., which is not common and not necessarily necessarily due to stomach pains. This does not necessarily mean that the stomach ache is not functioning well, and is likely to occur if there is no vomiting or other discomfort during this period.
black poo,stomach ache,hiccup	How long has it been? Stomach ache, hiccup, something that's going to make your stomach ache?
counter-current,frustration	There are many reasons for this: gastrointestinal inflammation, anti-acid, fatigue, etc.
diarrhea,hiccup	How long has this been going on? Have you had a diarrhea?
loose stool,sticky stool	How many times a day do you have to take a shit?
hiccup,counter-current,gastrointestinal discomfort	What's wrong with the stomach?
hot heart,stomach ache,gastrointestinal discomfort	So you have to go to the hospital to test the stomach and stomach ache. What's wrong with the diet?
disgusting,gastrointestinal discomfort,diarrhea,stomach ache,abdominal distention	How long has this been going on? Is the stomach swollen, stomach ache, constipation, diarrhea?
stomachache,vomit	What are you talking about?
frustration,lethargy	The first is to change the bad habits of life by paying attention to the fact that if a problem is solved, we can change the risk of cold, which is more likely to be caused by a high number of defections, such as excessive activity or stress.
heartburn,reflux,stomach ache	Are there any other symptoms besides heartburn, stomach ache, constipation, fatigue, etc.?
hunger,bowel sound	The intestines move faster when it's eaten, and eat more vegetables and fruits. What's the matter with you?
gastrointestinal discomfort,counter-current,hot heart,indigestion,hiccup	What are the symptoms of the cold? Are there anti-acid burns in the heart? What are you talking about?
abdominal distention,disgusting,ventilation,hiccup	How long has it been? Is there anything else that's uncomfortable: nausea, vomiting, gas, abdominal gas, etc.
nasal congestion,sore throat	What's wrong with you?
abdominal pain,disgusting,back pain	Are there any other discomforts besides that, such as nausea, back pain, etc.? Is the urine normal? What's the main thing?
sore throat,hiccup	How long has it been? Is there anything else? Like a throat ache?
bloating,fatigue,diarrhea,vomit,fever,loose stool	How long has it been? Is there anything else that doesn't digest? Vomit, vomiting, bloated, digestible and invisible?
disgusting,diarrhea,ventilation,counter-current,bowel sound	There's anti-acid, nausea, diarrhea, etc.
bowel,exhaust	In response to this consultation, the doctor updated his summary recommendations: general glyphosinol can be used as an excrement for the intestinal tract and, if necessary, a gastric mirror. The gastrointestinal function is not good.
indigestion,gastrointestinal disorders	What are the symptoms of gastrointestinal disorders that occur? Consider indigestion.
abdominal pain,abdominal distention,sticky stool	How long has it been? Is the shit normal? Have you got abdominal pain?
stomachache,stomach ache,vomit	What do you mean, stomach pain, stomach ache, constipation? Which one of you ask yourself?
disgusting,gastrointestinal discomfort,stomach ache,counter-current,hot heart,abdominal distention,hiccup	There is no problem if there is no discomfort such as stomach ache, anti-acid, burning heart, etc.
spasms,diarrhea,abdominal distention,stomach ache	The problem of stomach swollen is related to intestinal spasms, which often involve vomiting, gastric pain, and so on.
fever,bloating	How many times a day do you have to take a shit? Are there any symptoms of fever fever or abdominal pain?
abdominal distention,back pain	What are you talking about?
gastrointestinal dysfunction,ventilation,bowel sound	The gastrointestinal function is not good, and it is exacerbated by intestinal noise that causes intestinal dysfunction.
abdominal pain,disgusting,gastrointestinal discomfort	What are the symptoms of the stomach? Are there any symptoms of nausea, abdominal pain or something?
bloating,stomach ache,backache	Stomach ache, backache, what kind of thing? We're talking about eating habits, habits, etc.
abdominal pain,hot heart,counter-current,abdominal distention,hiccup	There's anti-acid, heartburn, breath, abdominal swelling? What's the matter with you?
diarrhea,counter-current,disgusting,frustration	Are there any other discomforts besides that, such as nausea, vomiting, anti-acid, gas, etc.? Is the urine normal?
reflux,vomit,nausea,heartburn,hiccup	The phenomenon of hiccup, which is mainly due to the intestinal stress syndrome, is not a problem for everyone, except for your own bad stomachburn, cold, hot, greasy, irritable foods.
heat,abdominal pain	How many times have you eaten? Have you had a fever? Abdominal pain?
counter-current,disgusting,hot heart,hiccup	There's no anti-acid gas, nausea, heartburn, etc.
diarrhea,abdominal distention,ventilation,gastrointestinal discomfort	What are you talking about?
dysphagia,diarrhea,counter-current,bowel sound,abdominal distention,hiccup	Are there anti-acids, gas, abdominal swelling, etc.? Which one of the first foods that can be used for diarrhea?
diarrhea,urgent urination,frequent urination	How long has it been? Any other discomfort? Is there urine?
stomach ache,loose stool,gastrointestinal discomfort	What's wrong with the stomach?
abdominal distention,indigestion,counter-current	Are there anti-acids? Are there abdominal swellings? Did you eat something unclean or unclean?
gastrointestinal discomfort,stomach ache,back pain,abdominal distention,indigestion,hiccup	The main manifestations of this discomfort are stomach sclerosis, stomach ache, constipation, abdominal swelling, etc. What are you talking about?
fever,diarrhea	How long has this been going on? Is there a diarrhea? What are you talking about?
gastrointestinal dysfunction,dysbacteriosis,ventilation	Exhaustion too much? Intestine function disorders, intestinal bacterial disorders and normal intestinal worms lead to grumbling.
diarrhea,abdominal distention,loose stool,gastrointestinal discomfort	What's wrong with the stomach?
heart attack,counter-current,gastrointestinal discomfort	Are there any symptoms of anti-acid vomiting and heart attack, which can be exacerbated by abnormally bruised and nausea?
